Name,Filter,Object,ExposureMode,UT,Grism
NCrk110234.fits,J,drk 6s,mdark 6.0 5   3/5, TCS UTC at start ( 18h:9m:15.0s)               ,
NCrk110235.fits,J,drk 6s,mdark 6.0 5   4/5, TCS UTC at start ( 18h:9m:32.0s)               ,
NCrk110236.fits,J,drk 6s,mdark 6.0 5   5/5, TCS UTC at start ( 18h:9m:52.0s)               ,
NCrk110237.fits,J,drk 6s,mdark 6.0 5, TCS UTC at start (18h:10m:12.0s)               ,
NCrk110238.fits,J,lin 36s,mexp 36.0 5   1/5, TCS UTC at start (18h:10m:24.0s)               ,
NCrk110239.fits,J,lin 36s,mexp 36.0 5   2/5, TCS UTC at start (18h:11m:17.0s)               ,
NCrk110240.fits,J,lin 36s,mexp 36.0 5   3/5, TCS UTC at start ( 18h:12m:6.0s)               ,
NCrk110241.fits,J,lin 36s,mexp 36.0 5   4/5, TCS UTC at start (18h:12m:54.0s)               ,
NCrk110242.fits,J,lin 36s,mexp 36.0 5   5/5, TCS UTC at start (18h:13m:46.0s)               ,
NCrk110243.fits,J,lin 36s,mexp 36.0 5, TCS UTC at start (18h:14m:35.0s)               ,
NCrk110244.fits,J,drk 36s,mdark 36.0 5   1/5, TCS UTC at start (18h:14m:47.0s)               ,
NCrk110245.fits,J,drk 36s,mdark 36.0 5   2/5, TCS UTC at start (18h:15m:38.0s)               ,
NCrk110246.fits,J,drk 36s,mdark 36.0 5   3/5, TCS UTC at start (18h:16m:29.0s)               ,
NCrk110247.fits,J,drk 36s,mdark 36.0 5   4/5, TCS UTC at start (18h:17m:22.0s)               ,
NCrk110248.fits,J,drk 36s,mdark 36.0 5   5/5, TCS UTC at start (18h:18m:11.0s)               ,
NCrk110249.fits,J,drk 36s,mdark 36.0 5, TCS UTC at start (18h:18m:58.0s)               ,
NCrk110250.fits,J,lin 1s,mexp 1.0 5   1/5, TCS UTC at start (18h:19m:11.0s)               ,
NCrk110251.fits,J,lin 1s,mexp 1.0 5   2/5, TCS UTC at start (18h:19m:26.0s)               ,
NCrk110252.fits,J,lin 1s,mexp 1.0 5   3/5, TCS UTC at start (18h:19m:42.0s)               ,
NCrk110253.fits,J,lin 1s,mexp 1.0 5   4/5, TCS UTC at start (18h:19m:58.0s)               ,
NCrk110254.fits,J,lin 1s,mexp 1.0 5   5/5, TCS UTC at start (18h:20m:16.0s)               ,
NCrk110255.fits,J,lin 1s,mexp 1.0 5, TCS UTC at start (18h:20m:30.0s)               ,
NCrk110256.fits,J,drk 1s,mdark 1.0 5   1/5, TCS UTC at start (18h:20m:42.0s)               ,
NCrk110257.fits,J,drk 1s,mdark 1.0 5   2/5, TCS UTC at start (18h:20m:58.0s)               ,
NCrk110258.fits,J,drk 1s,mdark 1.0 5   3/5, TCS UTC at start (18h:21m:13.0s)               ,
NCrk110259.fits,J,drk 1s,mdark 1.0 5   4/5, TCS UTC at start (18h:21m:30.0s)               ,
NCrk110260.fits,J,drk 1s,mdark 1.0 5   5/5, TCS UTC at start (18h:21m:46.0s)               ,
NCrk110261.fits,J,drk 1s,mdark 1.0 5, TCS UTC at start ( 18h:22m:1.0s)               ,
NCrk110262.fits,J,drk 0s,mdark 0.0 5   1/5, TCS UTC at start (18h:22m:14.0s)               ,
NCrk110263.fits,J,drk 0s,mdark 0.0 5   2/5, TCS UTC at start (18h:22m:27.0s)               ,
NCrk110264.fits,J,drk 0s,mdark 0.0 5   3/5, TCS UTC at start (18h:22m:42.0s)               ,
NCrk110265.fits,J,drk 0s,mdark 0.0 5   4/5, TCS UTC at start (18h:22m:57.0s)               ,
NCrk110266.fits,J,drk 0s,mdark 0.0 5   5/5, TCS UTC at start (18h:23m:12.0s)               ,
NCrk110267.fits,J,drk 0s,mdark 0.0 5, TCS UTC at start (18h:23m:28.0s)               ,
NCrk110268.fits,J,mdark 0 5,mdark 0.0 5   1/5, TCS UTC at start (18h:23m:40.0s)               ,
NCrk110269.fits,J,mdark 0 5,mdark 0.0 5   2/5, TCS UTC at start (18h:23m:54.0s)               ,
NCrk110270.fits,J,mdark 0 5,mdark 0.0 5   3/5, TCS UTC at start (18h:24m:11.0s)               ,
NCrk110271.fits,J,mdark 0 5,mdark 0.0 5   4/5, TCS UTC at start (18h:24m:25.0s)               ,
NCrk110272.fits,J,mdark 0 5,mdark 0.0 5   5/5, TCS UTC at start (18h:24m:40.0s)               ,
NCrk110273.fits,J,mdark 0 5,mdark 0.0 5, TCS UTC at start (18h:24m:55.0s)               ,
NCrk110274.fits,J,lin-rs 42s 1,frames 4.2 10, TCS UTC at start ( 18h:25m:0.0s)               ,
NCrk110275.fits,J,drk-rs 42s 1,dframes 4.2 10, TCS UTC at start (18h:26m:39.0s)               ,
NCrk110276.fits,J,lin-rs 42s 2,frames 4.2 10, TCS UTC at start (18h:28m:31.0s)               ,
NCrk110277.fits,J,drk-rs 42s 2,dframes 4.2 10, TCS UTC at start (18h:30m:16.0s)               ,
NCrk110278.fits,J,lin-rs 42s 3,frames 4.2 10, TCS UTC at start (18h:31m:41.0s)               ,
NCrk110279.fits,J,drk-rs 42s 3,dframes 4.2 10, TCS UTC at start (18h:33m:33.0s)               ,
NCrk110280.fits,J,lin-rs 42s 4,frames 4.2 10, TCS UTC at start (18h:34m:59.0s)               ,
NCrk110281.fits,J,drk-rs 42s 4,dframes 4.2 10, TCS UTC at start (18h:36m:33.0s)               ,
NCrk110282.fits,J,lin-rs 42s 5,frames 4.2 10, TCS UTC at start (18h:38m:12.0s)               ,
NCrk110283.fits,J,drk-rs 42s 5,dframes 4.2 10, TCS UTC at start (18h:39m:47.0s)               ,
NCrk110284.fits,J,lin-rs 42s 6,frames 4.2 10, TCS UTC at start (18h:41m:13.0s)               ,
NCrk110285.fits,J,drk-rs 42s 6,dframes 4.2 10, TCS UTC at start (18h:42m:47.0s)               ,
NCrk110286.fits,J,lin-rs 42s 7,frames 4.2 10, TCS UTC at start (18h:44m:13.0s)               ,
NCrk110287.fits,J,drk-rs 42s 7,dframes 4.2 10, TCS UTC at start (18h:45m:46.0s)               ,
NCrk110288.fits,J,lin-rs 42s 8,frames 4.2 10, TCS UTC at start (18h:47m:13.0s)               ,
NCrk110289.fits,J,drk-rs 42s 8,dframes 4.2 10, TCS UTC at start (18h:48m:48.0s)               ,
NCrk110290.fits,J,lin-rs 42s 9,frames 4.2 10, TCS UTC at start (18h:50m:16.0s)               ,
NCrk110291.fits,J,drk-rs 42s 9,dframes 4.2 10, TCS UTC at start (18h:51m:49.0s)               ,
NCrk110292.fits,J,mdark 0 5,mdark 0.0 5   1/5, TCS UTC at start (18h:53m:15.0s)               ,
NCrk110293.fits,J,mdark 0 5,mdark 0.0 5   2/5, TCS UTC at start (18h:53m:31.0s)               ,
NCrk110294.fits,J,mdark 0 5,mdark 0.0 5   3/5, TCS UTC at start (18h:53m:47.0s)               ,
NCrk110295.fits,J,mdark 0 5,mdark 0.0 5   4/5, TCS UTC at start ( 18h:54m:5.0s)               ,
NCrk110296.fits,J,mdark 0 5,mdark 0.0 5   5/5, TCS UTC at start (18h:54m:21.0s)               ,
NCrk110297.fits,J,mdark 0 5,mdark 0.0 5, TCS UTC at start (18h:54m:36.0s)               ,
NCrk110326.fits,K,Sy12 slit,expose 5.0, TCS UTC at start ( 23h:38m:2.0s)               ,
NCrk110327.fits,K,Sy12 slit,expose 15.0, TCS UTC at start (23h:42m:22.0s)               ,
NCrk110328.fits,K,Sy12 slit,expose 15.0, TCS UTC at start (23h:44m:40.0s)               ,
NCrk110329.fits,K,Sy12 slit,expose 15.0, TCS UTC at start (23h:45m:52.0s)               ,
NCrk110330.fits,K,Sy12 slit,expose 15.0, TCS UTC at start (23h:47m:50.0s)               ,
NCrk110331.fits,K,frame20x10_A 1,frames 20.0 10, TCS UTC at start (  0h:7m:22.0s)               ,
NCrk110332.fits,K,frame20x10_B 1,frames 20.0 10, TCS UTC at start ( 0h:13m:18.0s)               ,
NCrk110333.fits,K,frame20x10_B 1,frames 20.0 10, TCS UTC at start ( 0h:17m:23.0s)               ,
NCrk110334.fits,K,frame20x10_A 1,frames 20.0 10, TCS UTC at start ( 0h:22m:44.0s)               ,
NCrk110335.fits,K,Ha_flat_K,mexp 5.0 3   1/3, TCS UTC at start ( 0h:29m:48.0s)               ,
NCrk110336.fits,K,Ha_flat_K,mexp 5.0 3   2/3, TCS UTC at start (  0h:30m:6.0s)               ,
NCrk110337.fits,K,Ha_flat_K,mexp 5.0 3   3/3, TCS UTC at start ( 0h:30m:25.0s)               ,
NCrk110338.fits,K,Ha_flat_K,mexp 5.0 3, TCS UTC at start ( 0h:30m:42.0s)               ,
NCrk110339.fits,K,Xe_arc_K 1,expose 20.0, TCS UTC at start ( 0h:31m:27.0s)               ,
NCrk110340.fits,K,Ar_arc_K 1,expose 5.0, TCS UTC at start ( 0h:32m:24.0s)               ,
NCrk110341.fits,K,Sy12_std,expose 10.0, TCS UTC at start ( 0h:36m:58.0s)               ,
NCrk110342.fits,K,Sy12_std,expose 10.0, TCS UTC at start ( 0h:38m:32.0s)               ,
NCrk110343.fits,K,frame10x3 1,frames 10.0 3, TCS UTC at start (  0h:40m:8.0s)               ,
NCrk110344.fits,K,frame10x3 2,frames 10.0 3, TCS UTC at start (  0h:41m:4.0s)               ,
NCrk110345.fits,K,Ha_flat_K,mexp 5.0 3   1/3, TCS UTC at start (  0h:43m:5.0s)               ,
NCrk110346.fits,K,Ha_flat_K,mexp 5.0 3   2/3, TCS UTC at start ( 0h:43m:24.0s)               ,
NCrk110347.fits,K,Ha_flat_K,mexp 5.0 3   3/3, TCS UTC at start ( 0h:43m:42.0s)               ,
NCrk110348.fits,K,Ha_flat_K,mexp 5.0 3, TCS UTC at start (  0h:44m:0.0s)               ,
NCrk110349.fits,K,Xe_arc_K 1,expose 20.0, TCS UTC at start ( 0h:44m:21.0s)               ,
NCrk110350.fits,K,Ar_arc_K 1,expose 5.0, TCS UTC at start ( 0h:46m:29.0s)               ,
NCrk110351.fits,Ks,Ar_arc_K 1,expose 5.0, TCS UTC at start ( 1h:13m:49.0s)               ,
NCrk110352.fits,Ks,focusing,expose 5.0, TCS UTC at start ( 1h:14m:45.0s)               ,
NCrk110353.fits,Ks,focusing,expose 15.0, TCS UTC at start ( 1h:16m:34.0s)               ,
NCrk110354.fits,Ks,focusing,expose 15.0, TCS UTC at start ( 1h:17m:59.0s)               ,
NCrk110355.fits,Ks,focusing,expose 15.0, TCS UTC at start (  1h:19m:5.0s)               ,
NCrk110356.fits,Ks,focusing,expose 15.0, TCS UTC at start (  1h:20m:1.0s)               ,
NCrk110357.fits,Ks,focusing,expose 15.0, TCS UTC at start ( 1h:21m:29.0s)               ,
NCrk110358.fits,Ks,focusing,expose 15.0, TCS UTC at start ( 1h:23m:28.0s)               ,
NCrk110359.fits,Ks,focusing,expose 15.0, TCS UTC at start ( 1h:25m:11.0s)               ,
NCrk110360.fits,Ks,focusing,expose 15.0, TCS UTC at start ( 1h:27m:37.0s)               ,
NCrk110361.fits,Ks,IR06572-0447,expose 30.0, TCS UTC at start (  1h:32m:5.0s)               ,
NCrk110362.fits,Ks,IR06572-0447,expose 30.0, TCS UTC at start ( 1h:33m:37.0s)               ,
NCrk110363.fits,Ks,IR06572-0447,expose 30.0, TCS UTC at start ( 1h:36m:38.0s)               ,
NCrk110364.fits,Ks,IR06572-0447 1,frames 6.0 10, TCS UTC at start ( 1h:40m:11.0s)               ,
NCrk110365.fits,Ks,IR06572-0447 2,frames 6.0 10, TCS UTC at start ( 1h:41m:55.0s)               ,
NCrk110366.fits,Ks,IR06572-0447 3,frames 6.0 10, TCS UTC at start ( 1h:43m:28.0s)               ,
NCrk110367.fits,Ks,IR06572-0447 4,frames 6.0 10, TCS UTC at start ( 1h:45m:28.0s)               ,
NCrk110368.fits,Ks,IR06572-0447 5,frames 6.0 10, TCS UTC at start ( 1h:47m:26.0s)               ,
NCrk110369.fits,Ks,IR06572-0447 6,frames 6.0 10, TCS UTC at start ( 1h:49m:24.0s)               ,
NCrk110370.fits,Ks,IR06572-0447 7,frames 6.0 10, TCS UTC at start ( 1h:51m:20.0s)               ,
NCrk110371.fits,Ks,IR06572-0447 8,frames 6.0 10, TCS UTC at start ( 1h:53m:15.0s)               ,
NCrk110372.fits,Ks,IR06572-0447 9,frames 6.0 10, TCS UTC at start ( 1h:54m:52.0s)               ,
NCrk110373.fits,H,IR06572-0447 1,frames 6.0 10, TCS UTC at start ( 1h:58m:52.0s)               ,
NCrk110374.fits,H,IR06572-0447 2,frames 6.0 10, TCS UTC at start (  2h:0m:25.0s)               ,
NCrk110375.fits,H,IR06572-0447 3,frames 6.0 10, TCS UTC at start (  2h:2m:20.0s)               ,
NCrk110376.fits,H,IR06572-0447 4,frames 6.0 10, TCS UTC at start (  2h:4m:17.0s)               ,
NCrk110377.fits,H,IR06572-0447 5,frames 6.0 10, TCS UTC at start (  2h:5m:53.0s)               ,
NCrk110378.fits,H,IR06572-0447 6,frames 6.0 10, TCS UTC at start (  2h:7m:30.0s)               ,
NCrk110379.fits,H,IR06572-0447 7,frames 6.0 10, TCS UTC at start (   2h:9m:1.0s)               ,
NCrk110380.fits,H,IR06572-0447 8,frames 6.0 10, TCS UTC at start ( 2h:11m:36.0s)               ,
NCrk110381.fits,H,IR06572-0447 9,frames 6.0 10, TCS UTC at start ( 2h:13m:18.0s)               ,
NCrk110382.fits,J,IR06572-0447 1,frames 6.0 10, TCS UTC at start ( 2h:15m:55.0s)               ,
NCrk110383.fits,J,IR06572-0447 2,frames 6.0 10, TCS UTC at start ( 2h:18m:21.0s)               ,
NCrk110384.fits,J,IR06572-0447 3,frames 6.0 10, TCS UTC at start ( 2h:20m:17.0s)               ,
NCrk110385.fits,J,IR06572-0447 4,frames 6.0 10, TCS UTC at start ( 2h:21m:50.0s)               ,
NCrk110386.fits,J,IR06572-0447 5,frames 6.0 10, TCS UTC at start ( 2h:24m:12.0s)               ,
NCrk110387.fits,J,IR06572-0447 6,frames 6.0 10, TCS UTC at start ( 2h:25m:44.0s)               ,
NCrk110388.fits,J,IR06572-0447 7,frames 6.0 10, TCS UTC at start ( 2h:27m:19.0s)               ,
NCrk110389.fits,J,IR06572-0447 8,frames 6.0 10, TCS UTC at start ( 2h:29m:13.0s)               ,
NCrk110390.fits,J,IR06572-0447 9,frames 6.0 10, TCS UTC at start ( 2h:30m:44.0s)               ,
NCrk110400.fits,Ks,IR06572-0447 1,frames 6.0 10, TCS UTC at start (   3h:2m:5.0s)               ,
NCrk110401.fits,Ks,IR06572-0447 2,frames 6.0 10, TCS UTC at start (  3h:3m:40.0s)               ,
NCrk110402.fits,Ks,IR06572-0447 3,frames 6.0 10, TCS UTC at start (  3h:5m:47.0s)               ,
NCrk110403.fits,Ks,IR06572-0447 4,frames 6.0 10, TCS UTC at start (   3h:8m:2.0s)               ,
NCrk110404.fits,Ks,IR06572-0447 5,frames 6.0 10, TCS UTC at start (  3h:9m:38.0s)               ,
NCrk110405.fits,Ks,IR06572-0447 6,frames 6.0 10, TCS UTC at start (  3h:11m:4.0s)               ,
NCrk110406.fits,Ks,IR06572-0447 7,frames 6.0 10, TCS UTC at start ( 3h:12m:36.0s)               ,
NCrk110407.fits,Ks,IR06572-0447 8,frames 6.0 10, TCS UTC at start (  3h:14m:1.0s)               ,
NCrk110408.fits,Ks,IR06572-0447 9,frames 6.0 10, TCS UTC at start ( 3h:15m:31.0s)               ,
NCrk110409.fits,Ks,IR06571-0436,expose 20.0, TCS UTC at start ( 3h:48m:16.0s)               ,
NCrk110410.fits,Ks,IR06571-0436,expose 10.0, TCS UTC at start ( 4h:30m:34.0s)               ,
NCrk110411.fits,Ks,IR06572-0447 1,frames 6.0 10, TCS UTC at start ( 4h:41m:59.0s)               ,
NCrk110412.fits,Ks,IR06572-0447 2,frames 6.0 10, TCS UTC at start (  4h:44m:6.0s)               ,
NCrk110413.fits,Ks,IR06572-0447 3,frames 6.0 10, TCS UTC at start ( 4h:45m:27.0s)               ,
NCrk110414.fits,Ks,IR06572-0447 4,frames 6.0 10, TCS UTC at start ( 4h:46m:46.0s)               ,
NCrk110415.fits,Ks,IR06572-0447 5,frames 6.0 10, TCS UTC at start (  4h:48m:7.0s)               ,
NCrk110416.fits,Ks,IR06572-0447 6,frames 6.0 10, TCS UTC at start ( 4h:49m:29.0s)               ,
NCrk110417.fits,Ks,IR06572-0447 7,frames 6.0 10, TCS UTC at start ( 4h:50m:45.0s)               ,
NCrk110418.fits,Ks,IR06572-0447 8,frames 6.0 10, TCS UTC at start (  4h:52m:1.0s)               ,
NCrk110419.fits,Ks,IR06572-0447 9,frames 6.0 10, TCS UTC at start ( 4h:53m:16.0s)               ,
NCrk110420.fits,H,IR06572-0447 1,frames 6.0 10, TCS UTC at start (  4h:57m:9.0s)               ,
NCrk110421.fits,H,IR06572-0447 2,frames 6.0 10, TCS UTC at start ( 4h:58m:33.0s)               ,
NCrk110422.fits,H,IR06572-0447 1,frames 6.0 10, TCS UTC at start (   5h:5m:3.0s)               ,
NCrk110423.fits,H,IR06572-0447 2,frames 6.0 10, TCS UTC at start (  5h:6m:21.0s)               ,
NCrk110424.fits,H,IR06572-0447 3,frames 6.0 10, TCS UTC at start (  5h:7m:40.0s)               ,
NCrk110425.fits,H,IR06572-0447 4,frames 6.0 10, TCS UTC at start (  5h:9m:32.0s)               ,
NCrk110426.fits,H,IR06572-0447 5,frames 6.0 10, TCS UTC at start ( 5h:10m:57.0s)               ,
NCrk110427.fits,H,IR06572-0447 6,frames 6.0 10, TCS UTC at start ( 5h:12m:22.0s)               ,
NCrk110428.fits,H,IR06572-0447 7,frames 6.0 10, TCS UTC at start ( 5h:13m:48.0s)               ,
NCrk110429.fits,H,IR06572-0447 8,frames 6.0 10, TCS UTC at start ( 5h:15m:10.0s)               ,
NCrk110430.fits,H,IR06572-0447 9,frames 6.0 10, TCS UTC at start ( 5h:16m:34.0s)               ,
NCrk110431.fits,J,IR06572-0447 1,frames 6.0 10, TCS UTC at start (  5h:19m:2.0s)               ,
